case_id,model,mode,stem,reference_type,expected_present,expected_absent,expected_uncertain,rms_db,energy_ratio,absent_energy_ratio,known_present_energy_ratio,reconstruction_error,notes
xiaohetang_author,openunmix_umxhq_4stem,4stems,drums,model_output_no_reference,vocals;piano;bass;drums;synths;accompaniment,guitar,,-29.836425297434083,0.056917317162263635,,0.056917317162263635,0.10901875744440241,piano includes synth piano and real sampled piano; bass combines real and synthetic timbres; drums include some SFX. Accompaniment is derived as mixture minus vocals when no exported accompaniment stem is present.
xiaohetang_author,openunmix_umxhq_4stem,4stems,other,model_output_no_reference,vocals;piano;bass;drums;synths;accompaniment,guitar,,-30.746830125399455,0.046153425339862705,,,0.10901875744440241,piano includes synth piano and real sampled piano; bass combines real and synthetic timbres; drums include some SFX. Accompaniment is derived as mixture minus vocals when no exported accompaniment stem is present.
xiaohetang_author,openunmix_umxhq_4stem,4stems,vocals,model_output_no_reference,vocals;piano;bass;drums;synths;accompaniment,guitar,,-26.386138285777754,0.1259717383028987,,0.1259717383028987,0.10901875744440241,piano includes synth piano and real sampled piano; bass combines real and synthetic timbres; drums include some SFX. Accompaniment is derived as mixture minus vocals when no exported accompaniment stem is present.
xiaohetang_author,torchaudio_hdemucs_high_musdb_plus,4stems,bass,model_output_no_reference,vocals;piano;bass;drums;synths;accompaniment,guitar,,-20.297426077005834,0.5118519276355741,,0.5118519276355741,0.03953752229214577,piano includes synth piano and real sampled piano; bass combines real and synthetic timbres; drums include some SFX. Accompaniment is derived as mixture minus vocals when no exported accompaniment stem is present.
xiaohetang_author,torchaudio_hdemucs_high_musdb_plus,4stems,drums,model_output_no_reference,vocals;piano;bass;drums;synths;accompaniment,guitar,,-30.677674429760046,0.04689424065904147,,0.04689424065904147,0.03953752229214577,piano includes synth piano and real sampled piano; bass combines real and synthetic timbres; drums include some SFX. Accompaniment is derived as mixture minus vocals when no exported accompaniment stem is present.
xiaohetang_author,torchaudio_hdemucs_high_musdb_plus,4stems,other,model_output_no_reference,vocals;piano;bass;drums;synths;accompaniment,guitar,,-23.804345864953195,0.22827185308125253,,,0.03953752229214577,piano includes synth piano and real sampled piano; bass combines real and synthetic timbres; drums include some SFX. Accompaniment is derived as mixture minus vocals when no exported accompaniment stem is present.
xiaohetang_author,torchaudio_hdemucs_high_musdb_plus,4stems,vocals,model_output_no_reference,vocals;piano;bass;drums;synths;accompaniment,guitar,,-31.046006561425443,0.04308105149263966,,0.04308105149263966,0.03953752229214577,piano includes synth piano and real sampled piano; bass combines real and synthetic timbres; drums include some SFX. Accompaniment is derived as mixture minus vocals when no exported accompaniment stem is present.
orchestra_author,owned_reference,owned_stems,brass,owned_group_stems,strings;woodwinds;percussion,brass;choirs;piano;guitar;vocals,drums;bass;other,-102.33727438144997,2.4699690918442585e-07,2.4699690918442585e-07,,0.0012974110444521148,"Group stems follow project filenames. The full work contains brass and choirs, but both reference groups are near-silent in the selected 0-30 s interval; choir energy relative to the mixture is about 2.47e-7, with clear choir activity beginning after this interval. Vocals is therefore confirmed absent for this segment. Orchestral percussion is active, so model drums remains uncertain."
orchestra_author,owned_reference,owned_stems,choirs,owned_group_stems,strings;woodwinds;percussion,brass;choirs;piano;guitar;vocals,drums;bass;other,-102.34412912994341,2.4660736556365244e-07,2.4660736556365244e-07,,0.0012974110444521148,"Group stems follow project filenames. The full work contains brass and choirs, but both reference groups are near-silent in the selected 0-30 s interval; choir energy relative to the mixture is about 2.47e-7, with clear choir activity beginning after this interval. Vocals is therefore confirmed absent for this segment. Orchestral percussion is active, so model drums remains uncertain."
orchestra_author,owned_reference,owned_stems,percussion,owned_group_stems,strings;woodwinds;percussion,brass;choirs;piano;guitar;vocals,drums;bass;other,-45.28254670294164,0.12536156352949324,,0.12536156352949324,0.0012974110444521148,"Group stems follow project filenames. The full work contains brass and choirs, but both reference groups are near-silent in the selected 0-30 s interval; choir energy relative to the mixture is about 2.47e-7, with clear choir activity beginning after this interval. Vocals is therefore confirmed absent for this segment. Orchestral percussion is active, so model drums remains uncertain."
orchestra_author,owned_reference,owned_stems,strings,owned_group_stems,strings;woodwinds;percussion,brass;choirs;piano;guitar;vocals,drums;bass;other,-39.42492500713484,0.4829771336451086,,0.4829771336451086,0.0012974110444521148,"Group stems follow project filenames. The full work contains brass and choirs, but both reference groups are near-silent in the selected 0-30 s interval; choir energy relative to the mixture is about 2.47e-7, with clear choir activity beginning after this interval. Vocals is therefore confirmed absent for this segment. Orchestral percussion is active, so model drums remains uncertain."
orchestra_author,owned_reference,owned_stems,woodwinds,owned_group_stems,strings;woodwinds;percussion,brass;choirs;piano;guitar;vocals,drums;bass;other,-40.67761072099022,0.36195784872509057,,0.36195784872509057,0.0012974110444521148,"Group stems follow project filenames. The full work contains brass and choirs, but both reference groups are near-silent in the selected 0-30 s interval; choir energy relative to the mixture is about 2.47e-7, with clear choir activity beginning after this interval. Vocals is therefore confirmed absent for this segment. Orchestral percussion is active, so model drums remains uncertain."
orchestra_author,demucs_htdemucs_6stem,6stems,bass,model_output_no_reference,strings;woodwinds;percussion,brass;choirs;piano;guitar;vocals,drums;bass;other,-93.12201564456285,2.061662002533514e-06,,,0.07635565749046161,"Group stems follow project filenames. The full work contains brass and choirs, but both reference groups are near-silent in the selected 0-30 s interval; choir energy relative to the mixture is about 2.47e-7, with clear choir activity beginning after this interval. Vocals is therefore confirmed absent for this segment. Orchestral percussion is active, so model drums remains uncertain."
orchestra_author,demucs_htdemucs_6stem,6stems,drums,model_output_no_reference,strings;woodwinds;percussion,brass;choirs;piano;guitar;vocals,drums;bass;other,-93.99338770793393,1.6868647238487274e-06,,,0.07635565749046161,"Group stems follow project filenames. The full work contains brass and choirs, but both reference groups are near-silent in the selected 0-30 s interval; choir energy relative to the mixture is about 2.47e-7, with clear choir activity beginning after this interval. Vocals is therefore confirmed absent for this segment. Orchestral percussion is active, so model drums remains uncertain."
orchestra_author,demucs_htdemucs_6stem,6stems,guitar,model_output_no_reference,strings;woodwinds;percussion,brass;choirs;piano;guitar;vocals,drums;bass;other,-94.14282778171574,1.6298072602592932e-06,1.6298072602592932e-06,,0.07635565749046161,"Group stems follow project filenames. The full work contains brass and choirs, but both reference groups are near-silent in the selected 0-30 s interval; choir energy relative to the mixture is about 2.47e-7, with clear choir activity beginning after this interval. Vocals is therefore confirmed absent for this segment. Orchestral percussion is active, so model drums remains uncertain."
orchestra_author,demucs_htdemucs_6stem,6stems,other,model_output_no_reference,strings;woodwinds;percussion,brass;choirs;piano;guitar;vocals,drums;bass;other,-36.38419333970912,0.9727466336038525,,,0.07635565749046161,"Group stems follow project filenames. The full work contains brass and choirs, but both reference groups are near-silent in the selected 0-30 s interval; choir energy relative to the mixture is about 2.47e-7, with clear choir activity beginning after this interval. Vocals is therefore confirmed absent for this segment. Orchestral percussion is active, so model drums remains uncertain."
orchestra_author,demucs_htdemucs_6stem,6stems,piano,model_output_no_reference,strings;woodwinds;percussion,brass;choirs;piano;guitar;vocals,drums;bass;other,-64.65313799388294,0.001449123067342617,0.001449123067342617,,0.07635565749046161,"Group stems follow project filenames. The full work contains brass and choirs, but both reference groups are near-silent in the selected 0-30 s interval; choir energy relative to the mixture is about 2.47e-7, with clear choir activity beginning after this interval. Vocals is therefore confirmed absent for this segment. Orchestral percussion is active, so model drums remains uncertain."
orchestra_author,demucs_htdemucs_6stem,6stems,vocals,model_output_no_reference,strings;woodwinds;percussion,brass;choirs;piano;guitar;vocals,drums;bass;other,-92.2567815466577,2.516175215792855e-06,2.516175215792855e-06,,0.07635565749046161,"Group stems follow project filenames. The full work contains brass and choirs, but both reference groups are near-silent in the selected 0-30 s interval; choir energy relative to the mixture is about 2.47e-7, with clear choir activity beginning after this interval. Vocals is therefore confirmed absent for this segment. Orchestral percussion is active, so model drums remains uncertain."
orchestra_author,demucs_htdemucs_ft_2stem,2stems,accompaniment,model_output_no_reference,strings;woodwinds;percussion,brass;choirs;piano;guitar;vocals,drums;bass;other,-36.26164651563448,1.0005859928357164,,,0.006421468879343491,"Group stems follow project filenames. The full work contains brass and choirs, but both reference groups are near-silent in the selected 0-30 s interval; choir energy relative to the mixture is about 2.47e-7, with clear choir activity beginning after this interval. Vocals is therefore confirmed absent for this segment. Orchestral percussion is active, so model drums remains uncertain."
orchestra_author,demucs_htdemucs_ft_2stem,2stems,vocals,model_output_no_reference,strings;woodwinds;percussion,brass;choirs;piano;guitar;vocals,drums;bass;other,-94.54464882509784,1.4857787466341403e-06,1.4857787466341403e-06,,0.006421468879343491,"Group stems follow project filenames. The full work contains brass and choirs, but both reference groups are near-silent in the selected 0-30 s interval; choir energy relative to the mixture is about 2.47e-7, with clear choir activity beginning after this interval. Vocals is therefore confirmed absent for this segment. Orchestral percussion is active, so model drums remains uncertain."
orchestra_author,demucs_htdemucs_ft_4stem,4stems,bass,model_output_no_reference,strings;woodwinds;percussion,brass;choirs;piano;guitar;vocals,drums;bass;other,-96.03574844122406,1.0540086411229753e-06,,,0.007195419125136836,"Group stems follow project filenames. The full work contains brass and choirs, but both reference groups are near-silent in the selected 0-30 s interval; choir energy relative to the mixture is about 2.47e-7, with clear choir activity beginning after this interval. Vocals is therefore confirmed absent for this segment. Orchestral percussion is active, so model drums remains uncertain."
orchestra_author,demucs_htdemucs_ft_4stem,4stems,drums,model_output_no_reference,strings;woodwinds;percussion,brass;choirs;piano;guitar;vocals,drums;bass;other,-92.85488525708637,2.192454083283277e-06,,,0.007195419125136836,"Group stems follow project filenames. The full work contains brass and choirs, but both reference groups are near-silent in the selected 0-30 s interval; choir energy relative to the mixture is about 2.47e-7, with clear choir activity beginning after this interval. Vocals is therefore confirmed absent for this segment. Orchestral percussion is active, so model drums remains uncertain."
orchestra_author,demucs_htdemucs_ft_4stem,4stems,other,model_output_no_reference,strings;woodwinds;percussion,brass;choirs;piano;guitar;vocals,drums;bass;other,-36.26199399011351,1.0005059401979834,,,0.007195419125136836,"Group stems follow project filenames. The full work contains brass and choirs, but both reference groups are near-silent in the selected 0-30 s interval; choir energy relative to the mixture is about 2.47e-7, with clear choir activity beginning after this interval. Vocals is therefore confirmed absent for this segment. Orchestral percussion is active, so model drums remains uncertain."
orchestra_author,demucs_htdemucs_ft_4stem,4stems,vocals,model_output_no_reference,strings;woodwinds;percussion,brass;choirs;piano;guitar;vocals,drums;bass;other,-95.18782083087012,1.281259025065759e-06,1.281259025065759e-06,,0.007195419125136836,"Group stems follow project filenames. The full work contains brass and choirs, but both reference groups are near-silent in the selected 0-30 s interval; choir energy relative to the mixture is about 2.47e-7, with clear choir activity beginning after this interval. Vocals is therefore confirmed absent for this segment. Orchestral percussion is active, so model drums remains uncertain."
orchestra_author,demucs_mdx_extra_q_4stem,4stems,bass,model_output_no_reference,strings;woodwinds;percussion,brass;choirs;piano;guitar;vocals,drums;bass;other,-95.5649643650238,1.1746881343208185e-06,,,0.00576481160415582,"Group stems follow project filenames. The full work contains brass and choirs, but both reference groups are near-silent in the selected 0-30 s interval; choir energy relative to the mixture is about 2.47e-7, with clear choir activity beginning after this interval. Vocals is therefore confirmed absent for this segment. Orchestral percussion is active, so model drums remains uncertain."
orchestra_author,demucs_mdx_extra_q_4stem,4stems,drums,model_output_no_reference,strings;woodwinds;percussion,brass;choirs;piano;guitar;vocals,drums;bass;other,-93.03209670305091,2.1047928573339215e-06,,,0.00576481160415582,"Group stems follow project filenames. The full work contains brass and choirs, but both reference groups are near-silent in the selected 0-30 s interval; choir energy relative to the mixture is about 2.47e-7, with clear choir activity beginning after this interval. Vocals is therefore confirmed absent for this segment. Orchestral percussion is active, so model drums remains uncertain."
orchestra_author,demucs_mdx_extra_q_4stem,4stems,other,model_output_no_reference,strings;woodwinds;percussion,brass;choirs;piano;guitar;vocals,drums;bass;other,-36.26654258385838,0.9994586064446314,,,0.00576481160415582,"Group stems follow project filenames. The full work contains brass and choirs, but both reference groups are near-silent in the selected 0-30 s interval; choir energy relative to the mixture is about 2.47e-7, with clear choir activity beginning after this interval. Vocals is therefore confirmed absent for this segment. Orchestral percussion is active, so model drums remains uncertain."
orchestra_author,demucs_mdx_extra_q_4stem,4stems,vocals,model_output_no_reference,strings;woodwinds;percussion,brass;choirs;piano;guitar;vocals,drums;bass;other,-93.87633462053,1.7329481372261557e-06,1.7329481372261557e-06,,0.00576481160415582,"Group stems follow project filenames. The full work contains brass and choirs, but both reference groups are near-silent in the selected 0-30 s interval; choir energy relative to the mixture is about 2.47e-7, with clear choir activity beginning after this interval. Vocals is therefore confirmed absent for this segment. Orchestral percussion is active, so model drums remains uncertain."
orchestra_author,openunmix_umxhq_4stem,4stems,bass,model_output_no_reference,strings;woodwinds;percussion,brass;choirs;piano;guitar;vocals,drums;bass;other,-63.69363730989558,0.0018074044125446552,,,0.0968623234599854,"Group stems follow project filenames. The full work contains brass and choirs, but both reference groups are near-silent in the selected 0-30 s interval; choir energy relative to the mixture is about 2.47e-7, with clear choir activity beginning after this interval. Vocals is therefore confirmed absent for this segment. Orchestral percussion is active, so model drums remains uncertain."
orchestra_author,openunmix_umxhq_4stem,4stems,drums,model_output_no_reference,strings;woodwinds;percussion,brass;choirs;piano;guitar;vocals,drums;bass;other,-58.93464674449064,0.005406975420432215,,,0.0968623234599854,"Group stems follow project filenames. The full work contains brass and choirs, but both reference groups are near-silent in the selected 0-30 s interval; choir energy relative to the mixture is about 2.47e-7, with clear choir activity beginning after this interval. Vocals is therefore confirmed absent for this segment. Orchestral percussion is active, so model drums remains uncertain."
orchestra_author,openunmix_umxhq_4stem,4stems,other,model_output_no_reference,strings;woodwinds;percussion,brass;choirs;piano;guitar;vocals,drums;bass;other,-36.604053891260534,0.9247273046834912,,,0.0968623234599854,"Group stems follow project filenames. The full work contains brass and choirs, but both reference groups are near-silent in the selected 0-30 s interval; choir energy relative to the mixture is about 2.47e-7, with clear choir activity beginning after this interval. Vocals is therefore confirmed absent for this segment. Orchestral percussion is active, so model drums remains uncertain."
orchestra_author,openunmix_umxhq_4stem,4stems,vocals,model_output_no_reference,strings;woodwinds;percussion,brass;choirs;piano;guitar;vocals,drums;bass;other,-79.37307207140248,4.887782310871826e-05,4.887782310871826e-05,,0.0968623234599854,"Group stems follow project filenames. The full work contains brass and choirs, but both reference groups are near-silent in the selected 0-30 s interval; choir energy relative to the mixture is about 2.47e-7, with clear choir activity beginning after this interval. Vocals is therefore confirmed absent for this segment. Orchestral percussion is active, so model drums remains uncertain."
orchestra_author,torchaudio_hdemucs_high_musdb_plus,4stems,bass,model_output_no_reference,strings;woodwinds;percussion,brass;choirs;piano;guitar;vocals,drums;bass;other,-89.55308551691616,4.689326723397724e-06,,,0.0063461442028729395,"Group stems follow project filenames. The full work contains brass and choirs, but both reference groups are near-silent in the selected 0-30 s interval; choir energy relative to the mixture is about 2.47e-7, with clear choir activity beginning after this interval. Vocals is therefore confirmed absent for this segment. Orchestral percussion is active, so model drums remains uncertain."
orchestra_author,torchaudio_hdemucs_high_musdb_plus,4stems,drums,model_output_no_reference,strings;woodwinds;percussion,brass;choirs;piano;guitar;vocals,drums;bass;other,-93.22568089279416,2.0130332179797475e-06,,,0.0063461442028729395,"Group stems follow project filenames. The full work contains brass and choirs, but both reference groups are near-silent in the selected 0-30 s interval; choir energy relative to the mixture is about 2.47e-7, with clear choir activity beginning after this interval. Vocals is therefore confirmed absent for this segment. Orchestral percussion is active, so model drums remains uncertain."
orchestra_author,torchaudio_hdemucs_high_musdb_plus,4stems,other,model_output_no_reference,strings;woodwinds;percussion,brass;choirs;piano;guitar;vocals,drums;bass;other,-36.27326555883611,0.9979126192573122,,,0.0063461442028729395,"Group stems follow project filenames. The full work contains brass and choirs, but both reference groups are near-silent in the selected 0-30 s interval; choir energy relative to the mixture is about 2.47e-7, with clear choir activity beginning after this interval. Vocals is therefore confirmed absent for this segment. Orchestral percussion is active, so model drums remains uncertain."
orchestra_author,torchaudio_hdemucs_high_musdb_plus,4stems,vocals,model_output_no_reference,strings;woodwinds;percussion,brass;choirs;piano;guitar;vocals,drums;bass;other,-92.04149694765539,2.6440480363381396e-06,2.6440480363381396e-06,,0.0063461442028729395,"Group stems follow project filenames. The full work contains brass and choirs, but both reference groups are near-silent in the selected 0-30 s interval; choir energy relative to the mixture is about 2.47e-7, with clear choir activity beginning after this interval. Vocals is therefore confirmed absent for this segment. Orchestral percussion is active, so model drums remains uncertain."
