"survey_audio_id","dataset","audio_file_path","survey_start_second","survey_end_second"
"1_34","magnatagatune","4/skitzo-babblesick-06-last_depression-349-378.mp3","4","24"
"1_35","magnatagatune","4/music_of_the_spheres-music_of_the_spheres-02-schmelzer_sonata_iii_in_g_minor-320-349.mp3","4","24"
"1_36","magnatagatune","b/richard_savino-mertz__bardic_sounds-10-love_song-88-117.mp3","4","24"
"1_37","magnatagatune","8/jacob_heringman-blame_not_my_lute-57-lost_is_my_lyberty-0-29.mp3","4","24"
"1_38","magnatagatune","4/jay_kishor-the_color_of_night-01-malkauns-1538-1567.mp3","4","24"
"1_39","magnatagatune","6/farallon_recorder_quartet-ludwig_senfl-17-usquesquo_prudentissima-30-59.mp3","4","24"
"1_40","magnatagatune","1/solace-the_gathering_season-10-hujayni-204-233.mp3","4","24"
"1_41","magnatagatune","2/maryse_carlin-rameau__pieces_de_clavecin_en_concerts__forqueray_suites_4_and_5-12-fourth_suite__le_carillon_de_passy_forqueray-30-59.mp3","4","24"
"1_42","magnatagatune","1/solace-the_gathering_season-07-eyes_like_cats-291-320.mp3","4","24"
"1_43","magnatagatune","1/jacob_heringman-holburns_passion-19-pavan_sedet_sola_lute-175-204.mp3","4","24"
"1_44","magnatagatune","d/paul_avgerinos-words_touch-06-weightless_you_are-320-349.mp3","4","24"
"1_45","magnatagatune","e/shira_kammen-music_of_waters-09-how_have_i_come_to_find_ive_lost_your_face-0-29.mp3","4","24"
"1_46","magnatagatune","8/mercy_machine-mercy_machine-08-leadville-88-117.mp3","4","24"
"1_47","magnatagatune","c/liquid_zen-seventythree-11-wobble_into_venus-465-494.mp3","4","24"
"1_48","magnatagatune","8/ivilion-terean-08-hthar-175-204.mp3","4","24"
"1_49","magnatagatune","2/vito_paternoster-cd2bach_cello_suites-05-suite_iii_in_do_maggiore__bourree_i_e_ii-88-117.mp3","4","24"
"1_50","magnatagatune","6/grayson_wray-picassos_dream-02-there_you_were-30-59.mp3","4","24"
"1_51","magnatagatune","c/vito_paternoster-cd1bach_sonatas_and_partitas_for_solo_violin-02-sonata_prima_in_do_minore__fuga_allegro-88-117.mp3","4","24"
"1_52","magnatagatune","1/tanya_tomkins_and_eric_zivian-beethoven_piano_and_cello_works-02-sonata_in_g_minor_op__5_no__2_rondo_allegro-233-262.mp3","4","24"
"1_53","magnatagatune","c/seismic_anamoly-ramifications-03-cum_with_me-407-436.mp3","4","24"
"1_54","magnatagatune","a/da_camera-a_celtic_celebration-11-air_summer__the_poppy_from_airs_for_the_seasons_osward-0-29.mp3","4","24"
"2_1","fma","030/030074.mp3","5","25"
"2_2","fma","122/122186.mp3","4","24"
"2_3","fma","000/000760.mp3","5","25"
"2_4","fma","036/036429.mp3","5","25"
"2_5","fma","142/142300.mp3","4","24"
"2_6","fma","125/125299.mp3","4","24"
"2_7","fma","076/076757.mp3","5","25"
"2_8","fma","006/006602.mp3","5","25"
"2_9","fma","097/097972.mp3","4","24"
"2_10","fma","056/056495.mp3","4","24"
"2_11","fma","085/085469.mp3","5","25"
"2_12","fma","111/111223.mp3","5","25"
"2_13","fma","092/092514.mp3","5","25"
"2_14","fma","132/132962.mp3","4","24"
"2_15","fma","120/120927.mp3","4","24"
"2_16","fma","025/025376.mp3","4","24"
"2_17","fma","108/108018.mp3","4","24"
"2_18","fma","070/070417.mp3","4","24"
"2_19","fma","092/092547.mp3","5","25"
"2_20","fma","126/126425.mp3","4","24"
"2_21","fma","025/025390.mp3","4","24"
"2_22","fma","001/001554.mp3","4","24"
"2_23","fma","049/049448.mp3","4","24"
"2_24","fma","044/044849.mp3","5","25"
"2_25","fma","079/079610.mp3","4","24"
"2_26","fma","039/039298.mp3","5","25"
"2_27","fma","005/005265.mp3","4","24"
"2_28","fma","023/023514.mp3","4","24"
"2_29","fma","003/003859.mp3","5","25"
"2_30","fma","079/079572.mp3","4","24"
"2_31","fma","048/048555.mp3","5","25"
"2_32","fma","006/006680.mp3","5","25"
"2_33","fma","080/080773.mp3","5","25"
"2_34","fma","146/146003.mp3","5","25"
"2_35","fma","143/143293.mp3","5","25"
"2_36","fma","036/036435.mp3","5","25"
"2_37","fma","079/079916.mp3","5","25"
"2_38","fma","044/044231.mp3","4","24"
"2_39","fma","075/075751.mp3","4","24"
"2_40","fma","137/137430.mp3","5","25"
"2_41","fma","059/059458.mp3","5","25"
"2_42","fma","079/079986.mp3","4","24"
"2_43","fma","016/016313.mp3","4","24"
"2_44","fma","018/018788.mp3","4","24"
"2_45","fma","073/073307.mp3","4","24"
"2_46","fma","140/140792.mp3","4","24"
"2_47","fma","123/123899.mp3","4","24"
"2_48","fma","109/109449.mp3","4","24"
"2_49","fma","082/082467.mp3","4","24"
"2_50","fma","107/107951.mp3","5","25"
"2_51","fma","044/044794.mp3","4","24"
"2_52","fma","010/010480.mp3","4","24"
"2_53","fma","109/109723.mp3","5","25"
"2_54","fma","035/035551.mp3","4","24"
"3_1","corpusCOFLA","MagnaAntologiaDelCanteFlamenco/CD4/06 Gabriel Moreno - En el estribo (Solea por bulerias de Tomas Pavon).mp3","77","97"
"3_2","corpusCOFLA","AtlasDelCanteFlamenco/01_Cadiz/1-15 Si Yo No Te He Hecho _Na_.mp3","94","114"
"3_3","corpusCOFLA","AntologiaDelCanteFlamencoYGitano/CD2/02 Flamenco_ Caracoles (with Juan Moreno).mp3","125","145"
"3_4","corpusCOFLA","MagnaAntologiaDelCanteFlamenco/CD5/05Confiesate Companerita.mp3","106","126"
"3_5","corpusCOFLA","100AnosDeFlamenco/CD2/18-Hiciste Sangre En Mis Labios (La Nina De La Puebla).mp3","89","109"
"3_6","corpusCOFLA","HistoriaDelFlamenco/Testimonios Flamencos CD 06/Track 1.mp3","104","124"
"3_7","corpusCOFLA","ArchivoDelCanteFlamenco/CD1/07 Tengo Una Hermanita En Espana (Giliana romance Gitano).mp3","45","65"
"3_8","corpusCOFLA","ArchivoDelCanteFlamenco/CD3/17 Alegrias De Ezpeleta.mp3","99","119"
"3_9","corpusCOFLA","HistoriaDelFlamenco/Testimonios Flamencos CD 03/Track 9.mp3","101","121"
"3_10","corpusCOFLA","AtlasDelCanteFlamenco/05_Sevilla_Provincia/5-03 Hojitas De Hierbabuena.mp3","68","88"
"3_11","corpusCOFLA","MagnaAntologiaDelCanteFlamenco/CD3/03 Apregonao me tienes (siguiriya).mp3","155","175"
"3_12","corpusCOFLA","ElCanteFlamencoAntologiaHistorica/CD1 (Origenes Cantes Basicos)/04 Sernita de Jerez - Doblaron campanas.mp3","93","113"
"3_13","corpusCOFLA","MagnaAntologiaDelCanteFlamenco/CD7/11 Juan Palillo.mp3","110","130"
"3_14","corpusCOFLA","AntologiaDeCantaoresFlamencos/CD4/21 Manolo Caracol - Que grande es la pena mia (tangos).mp3","70","90"
"3_15","corpusCOFLA","MagnaAntologiaDelCanteFlamenco/CD8/14 El Alcalde De Guadix.mp3","58","78"
"3_16","corpusCOFLA","HistoriaDelFlamenco/Testimonios Flamencos CD 31/Track 3.mp3","207","227"
"3_17","corpusCOFLA","ArchivoDelCanteFlamenco/CD1/06 Martinete Y Cambio De Tona.mp3","61","81"
"3_18","corpusCOFLA","AntologiaDeCantaoresFlamencos/CD5/08 Antonio Mairena - Aunque vengas de rodillas (tientos).mp3","78","98"
"3_19","corpusCOFLA","HistoriaDelFlamenco/Testimonios Flamencos CD 37/20 Antonio Mairena   Te soplaba yo a ti la silla (Soleares de Joaquin el de La Paula).mp3","88","108"
"3_20","corpusCOFLA","MagnaAntologiaDelCanteFlamenco/CD8/09 En La Tierra Malaguena.mp3","98","118"
"3_21","corpusCOFLA","MagnaAntologiaDelCanteFlamenco/CD9/05 La Ambicion La Dominaba.mp3","85","105"
"3_22","corpusCOFLA","HistoriaDelFlamenco/Testimonios Flamencos CD 19/Track 5.mp3","171","191"
"3_23","corpusCOFLA","HistoriaDelFlamenco/Testimonios Flamencos CD 08/Track 5.mp3","182","202"
"3_24","corpusCOFLA","AntologiaDeCantaoresFlamencos/CD4/24 Manolo Caracol - Lo murmura el mundo entero (fandango).mp3","72","92"
"3_25","corpusCOFLA","AntologiaDelCanteFlamencoHispavox/CD2/09 Nanas.mp3","93","113"
"3_26","corpusCOFLA","AtlasDelCanteFlamenco/06_Malaga/6-13 Marinero Dile Al Viento.mp3","91","111"
"3_27","corpusCOFLA","AntologiaDeCantaoresFlamencos/CD6/16 La Nina de la Puebla - Sevillanas corraleras (solea).mp3","80","100"
"3_28","corpusCOFLA","HistoriaDelFlamenco/Testimonios Flamencos CD 16/Track 7.mp3","52","72"
"3_29","corpusCOFLA","100AnosDeFlamenco/CD2/17-Me Mandaste A Decir Serrana (Antonio Chacon).mp3","88","108"
"3_30","corpusCOFLA","AntologiaDeCantaoresFlamencos/CD1/17 - La Nina de los Peines - Entre sabanas de Holanda (bamberas).mp3","76","96"
"3_31","corpusCOFLA","AtlasDelCanteFlamenco/01_Cadiz/1-09 Donde Estas Corazon (Cancion Por Bulerias).mp3","59","79"
"3_32","corpusCOFLA","MagnaAntologiaDelCanteFlamenco/CD9/21 Abandonado De Tu Querer.mp3","115","135"
"3_33","corpusCOFLA","HistoriaDelFlamenco/Testimonios Flamencos CD 05/Track 10.mp3","223","243"
"3_34","corpusCOFLA","AntologiaDeCantaoresFlamencos/CD8/09 Antonio Nunez El Chocolate - Siguiriyas.mp3","137","157"
"3_35","corpusCOFLA","MagnaAntologiaDelCanteFlamenco/CD6/04 Me Pongo A Pregonar- (Tientos).mp3","117","137"
"3_36","corpusCOFLA","MedioSigloDeCanteFlamenco/CD2/02-09- Serrana, Que Te Olvidara (Granainas) (Remasterizado).mp3","92","112"
"3_37","corpusCOFLA","HistoriaDelFlamenco/Testimonios Flamencos CD 23/Track 5.mp3","174","194"
"3_38","corpusCOFLA","AntologiaDeCantaoresFlamencos/CD9/14 Cojo de Huelva - Fandangos de Huelva.mp3","60","80"
"3_39","corpusCOFLA","HistoriaDelFlamenco/Testimonios Flamencos CD 09/Track 8.mp3","199","219"
"3_40","corpusCOFLA","AntologiaDelCanteFlamencoHispavox/CD2/13 Tonas.mp3","34","54"
"3_41","corpusCOFLA","AtlasDelCanteFlamenco/06_Malaga/6-10 Un Eco Del Viento.mp3","89","109"
"3_42","corpusCOFLA","MagnaAntologiaDelCanteFlamenco/CD8/12 Mi Mayor Venganza.mp3","86","106"
"3_43","corpusCOFLA","AntologiaDeCantaoresFlamencos/CD13/19 Fernando Terremoto - Grandes duquelas las mias (siguiriya).mp3","133","153"
"3_44","corpusCOFLA","HistoriaDelFlamenco/Testimonios Flamencos CD 10/Track 10.mp3","212","232"
"3_45","corpusCOFLA","HistoriaDelFlamenco/Testimonios Flamencos CD 27/Track 10.mp3","219","239"
"3_46","corpusCOFLA","AtlasDelCanteFlamenco/02_Los Puertos/2-10 Aquel Que Tiene Tres Vinas.mp3","160","180"
"3_47","corpusCOFLA","HistoriaDelFlamenco/Testimonios Flamencos CD 40/Track 13.mp3","80","100"
"3_48","corpusCOFLA","AntologiaDeCantaoresFlamencos/CD14/22 Enrique Montoya - Villancico con acompanamiento de orquesta.mp3","54","74"
"3_49","corpusCOFLA","AtlasDelCanteFlamenco/07_Cordoba_Granada/7-08 Esta La Vega Y Grana.mp3","68","88"
"3_50","corpusCOFLA","AntologiaDeCantaoresFlamencos/CD15/15 Enrique Morente - Siguiriya.mp3","150","170"
"3_51","corpusCOFLA","AntologiaDeCantaoresFlamencos/CD12/16 Antonio Molina - Zorongo.mp3","55","75"
"3_52","corpusCOFLA","100AnosDeFlamenco/CD1/02-Me Valgo De Mi Saber (Perla De Cadiz).mp3","91","111"
"3_53","corpusCOFLA","MagnaAntologiaDelCanteFlamenco/CD2/13 Fatigas yo tengo.mp3","116","136"
"3_54","corpusCOFLA","ArchivoDelCanteFlamenco/CD1/09 Que Desgracia Es la Mia (Seguiriyas del Marrurro y el Loco Mateo).mp3","207","227"
"4_1","arabandalusian","f7c00e6e-7b07-47ba-bfdd-146ddbf9adb5/f7c00e6e-7b07-47ba-bfdd-146ddbf9adb5.mp3","1241","1261"
"4_2","arabandalusian","6fe7108c-4e4f-457b-a363-ccf505bdee9a/6fe7108c-4e4f-457b-a363-ccf505bdee9a.mp3","1484","1504"
"4_3","arabandalusian","02b76946-deec-48cf-9007-770c37b6c3cc/02b76946-deec-48cf-9007-770c37b6c3cc.mp3","1329","1349"
"4_4","arabandalusian","679856bc-132f-4982-b04e-cbf6b5b1129b/679856bc-132f-4982-b04e-cbf6b5b1129b.mp3","1529","1549"
"4_5","arabandalusian","9b546274-eea6-459f-a0c2-918f0997fa2b/9b546274-eea6-459f-a0c2-918f0997fa2b.mp3","4251","4271"
"4_6","arabandalusian","b3059282-a235-4fa4-9093-cb16a70d4b5d/b3059282-a235-4fa4-9093-cb16a70d4b5d.mp3","608","628"
"4_7","arabandalusian","be5245ab-738a-4a93-a566-e73ced9d09da/be5245ab-738a-4a93-a566-e73ced9d09da.mp3","168","188"
"4_8","arabandalusian","80e8e9d5-c0ee-4d24-9418-f098b7110ca7/80e8e9d5-c0ee-4d24-9418-f098b7110ca7.mp3","1305","1325"
"4_9","arabandalusian","2c44caec-ea8c-474b-9dda-c55c660df969/2c44caec-ea8c-474b-9dda-c55c660df969.mp3","2711","2731"
"4_10","arabandalusian","2d8e2820-e4cf-4dc8-b4f1-45f8fb65de9e/2d8e2820-e4cf-4dc8-b4f1-45f8fb65de9e.mp3","1582","1602"
"4_11","arabandalusian","1ffa4dee-b08e-4332-a2ab-9843c13c3dfa/1ffa4dee-b08e-4332-a2ab-9843c13c3dfa.mp3","1413","1433"
"4_12","arabandalusian","3bb348f5-417d-4646-9041-42b935c54c28/3bb348f5-417d-4646-9041-42b935c54c28.mp3","1229","1249"
"4_13","arabandalusian","73c4fd81-7464-4771-bd90-e3038dd633ef/73c4fd81-7464-4771-bd90-e3038dd633ef.mp3","1774","1794"
"4_14","arabandalusian","689a2401-00b8-44f5-8107-76bfe75a36fe/689a2401-00b8-44f5-8107-76bfe75a36fe.mp3","1934","1954"
"4_15","arabandalusian","62acb9e5-e311-40ab-9c5c-866d071b5c93/62acb9e5-e311-40ab-9c5c-866d071b5c93.mp3","926","946"
"4_16","arabandalusian","b11237b9-d45b-4b3a-a97b-ab7d198f927f/b11237b9-d45b-4b3a-a97b-ab7d198f927f.mp3","1407","1427"
"4_17","arabandalusian","4644f251-c85c-47a4-a1a7-1ca264d3c5d8/4644f251-c85c-47a4-a1a7-1ca264d3c5d8.mp3","299","319"
"4_18","arabandalusian","b3d92934-0946-4f2d-8183-312450d7e45e/b3d92934-0946-4f2d-8183-312450d7e45e.mp3","1604","1624"
"4_19","arabandalusian","a025eef0-d130-496f-9581-f5ce40bd1783/a025eef0-d130-496f-9581-f5ce40bd1783.mp3","314","334"
"4_20","arabandalusian","01da143e-4224-4692-8e6c-1d55f6de8a6d/01da143e-4224-4692-8e6c-1d55f6de8a6d.mp3","1229","1249"
"4_21","arabandalusian","8db2cbbc-dddb-413d-b4a5-777fab2243f8/8db2cbbc-dddb-413d-b4a5-777fab2243f8.mp3","177","197"
"4_22","arabandalusian","8361317d-2b4e-438f-9b73-d1daaa200a3e/8361317d-2b4e-438f-9b73-d1daaa200a3e.mp3","1489","1509"
"4_23","arabandalusian","3e39495a-443d-483d-93d7-cdf96248c374/3e39495a-443d-483d-93d7-cdf96248c374.mp3","1116","1136"
"4_24","arabandalusian","c462ca37-7812-4b9b-9865-275da1f237fe/c462ca37-7812-4b9b-9865-275da1f237fe.mp3","1519","1539"
"4_25","arabandalusian","d5cc773e-9d31-42e8-b9de-91374fe7153b/d5cc773e-9d31-42e8-b9de-91374fe7153b.mp3","1528","1548"
"4_26","arabandalusian","5a5432e8-efff-4010-88cc-1ad921cc2075/5a5432e8-efff-4010-88cc-1ad921cc2075.mp3","254","274"
"4_27","arabandalusian","8d2c6cc3-5aac-48b0-a335-aa0ddf77f0b6/8d2c6cc3-5aac-48b0-a335-aa0ddf77f0b6.mp3","377","397"
"4_28","arabandalusian","70c04adf-b886-4d62-a88a-abdde5d93715/70c04adf-b886-4d62-a88a-abdde5d93715.mp3","902","922"
"4_29","arabandalusian","47a41543-89c7-40ad-a665-f7460ad4e4de/47a41543-89c7-40ad-a665-f7460ad4e4de.mp3","536","556"
"4_30","arabandalusian","2d91d7e4-904a-46b7-bce2-230ca4e1b1c4/2d91d7e4-904a-46b7-bce2-230ca4e1b1c4.mp3","1264","1284"
"4_31","arabandalusian","9727ddbe-eb79-461b-9861-8a60336b17f6/9727ddbe-eb79-461b-9861-8a60336b17f6.mp3","1189","1209"
"4_32","arabandalusian","8a7aa258-312b-4bfb-8b00-a58c925ceae2/8a7aa258-312b-4bfb-8b00-a58c925ceae2.mp3","1582","1602"
"4_33","arabandalusian","bc6ad194-8116-49e2-ae02-903264ca7fe1/bc6ad194-8116-49e2-ae02-903264ca7fe1.mp3","175","195"
"4_34","arabandalusian","c20e4852-d140-4909-acab-e850c0e7d8e8/c20e4852-d140-4909-acab-e850c0e7d8e8.mp3","1308","1328"
"4_35","arabandalusian","8f32c379-c70a-4e9e-aabb-e0735611ecab/8f32c379-c70a-4e9e-aabb-e0735611ecab.mp3","657","677"
"4_36","arabandalusian","a4051c3a-71a5-436b-a5c7-9cf6c1410b78/a4051c3a-71a5-436b-a5c7-9cf6c1410b78.mp3","268","288"
"4_37","arabandalusian","6311c0de-d66f-482d-8dd1-8d8917ca6a76/6311c0de-d66f-482d-8dd1-8d8917ca6a76.mp3","1328","1348"
"4_38","arabandalusian","f7bcb9af-6abb-4192-ae3d-37fa811034ce/f7bcb9af-6abb-4192-ae3d-37fa811034ce.mp3","1637","1657"
"4_39","arabandalusian","095b5074-e93e-40a9-93a4-d90b48feda79/095b5074-e93e-40a9-93a4-d90b48feda79.mp3","567","587"
"4_40","arabandalusian","323b52eb-4645-4e54-82cc-7ca78a264d0b/323b52eb-4645-4e54-82cc-7ca78a264d0b.mp3","206","226"
"4_41","arabandalusian","92de6fc8-a040-4500-bd94-73e9ee39f189/92de6fc8-a040-4500-bd94-73e9ee39f189.mp3","1429","1449"
"4_42","arabandalusian","99004770-1152-4fec-802a-a0014e9b9930/99004770-1152-4fec-802a-a0014e9b9930.mp3","1807","1827"
"4_43","arabandalusian","59fcb1d1-61f4-4cdc-9f7f-56757bf2400e/59fcb1d1-61f4-4cdc-9f7f-56757bf2400e.mp3","1354","1374"
"4_44","arabandalusian","9c48f778-ccb8-4a08-969c-68e250798035/9c48f778-ccb8-4a08-969c-68e250798035.mp3","638","658"
"4_45","arabandalusian","9b194c42-f974-42f8-89b1-123bb07170b8/9b194c42-f974-42f8-89b1-123bb07170b8.mp3","1662","1682"
"4_46","arabandalusian","47e023e5-62a3-4dec-b61a-128ca5e23982/47e023e5-62a3-4dec-b61a-128ca5e23982.mp3","2559","2579"
"4_47","arabandalusian","36822512-b1c8-42aa-9e55-fe9d10560371/36822512-b1c8-42aa-9e55-fe9d10560371.mp3","906","926"
"4_48","arabandalusian","bc9625f1-cee7-432f-9f8d-dc9881a47dc2/bc9625f1-cee7-432f-9f8d-dc9881a47dc2.mp3","611","631"
"4_49","arabandalusian","0d1d3cff-e68e-403d-bb3f-caca302bf5ab/0d1d3cff-e68e-403d-bb3f-caca302bf5ab.mp3","1470","1490"
"4_50","arabandalusian","97223154-d5c2-4c37-8e6c-4c998056a674/97223154-d5c2-4c37-8e6c-4c998056a674.mp3","72","92"
"4_51","arabandalusian","35585cf5-36df-4592-bbf8-f7f2d6c7632c/35585cf5-36df-4592-bbf8-f7f2d6c7632c.mp3","1242","1262"
"4_52","arabandalusian","4a290e8e-26ca-4cd9-992e-b6f96291f111/4a290e8e-26ca-4cd9-992e-b6f96291f111.mp3","166","186"
"4_53","arabandalusian","d66d44e9-f722-4b23-8753-0dea2818f475/d66d44e9-f722-4b23-8753-0dea2818f475.mp3","1548","1568"
"4_54","arabandalusian","c2560f5e-e040-40ca-a390-72ed1ecd0792/c2560f5e-e040-40ca-a390-72ed1ecd0792.mp3","1305","1325"
"5_1","lyra","ennia-chiliades-provata-tsamikos.m4a","104","124"
"5_2","lyra","kleisane-oi-strates-tou-moria.m4a","85","105"
"5_3","lyra","fragkosyriani.m4a","83","103"
"5_4","lyra","are-mou-ridineddha.m4a","139","159"
"5_5","lyra","i-parastratimeni.m4a","86","106"
"5_6","lyra","vary.m4a","90","110"
"5_7","lyra","choros-samiotikos.m4a","134","154"
"5_8","lyra","skaros-4.m4a","112","132"
"5_9","lyra","fexe-mou-fengaraki-mou.m4a","97","117"
"5_10","lyra","glyko-parapono-2.m4a","113","133"
"5_11","lyra","dyo-filoi-balos.m4a","124","144"
"5_12","lyra","chora.m4a","13","33"
"5_13","lyra","choros-issos-painemata.m4a","89","109"
"5_14","lyra","olmaz-meli-m-asias.m4a","83","103"
"5_15","lyra","ta-palaia-mou-vasana-2.m4a","190","210"
"5_16","lyra","ta-niata.m4a","106","126"
"5_17","lyra","katsiforas.m4a","115","135"
"5_18","lyra","balos-5.m4a","39","59"
"5_19","lyra","thalassa-platia.m4a","65","85"
"5_20","lyra","oi-kleftes.m4a","155","175"
"5_21","lyra","ston-kobo-sti-riza.m4a","47","67"
"5_22","lyra","labadoules-kostas-fillipou.m4a","49","69"
"5_23","lyra","kori-poulage-krasi.m4a","42","62"
"5_24","lyra","bukura-more-arvanites-kato-italias.m4a","70","90"
"5_25","lyra","kato-sta-lemonadika.m4a","110","130"
"5_26","lyra","ti-thalassa-ti-galani-3.m4a","57","77"
"5_27","lyra","ikariotikos.m4a","62","82"
"5_28","lyra","aprili-m-drosere.m4a","111","131"
"5_29","lyra","enas-diavatis-stavros-tzouanakos-kostas-kofiniotis.m4a","86","106"
"5_30","lyra","tha-spaso-koupes-3.m4a","134","154"
"5_31","lyra","oria-mou-fenesai.m4a","74","94"
"5_32","lyra","aivaliotikos.m4a","93","113"
"5_33","lyra","giala-choros-isos.m4a","52","72"
"5_34","lyra","eri-pali.m4a","71","91"
"5_35","lyra","skopos-tzivaeri.m4a","59","79"
"5_36","lyra","apopse-kaneis-bam.m4a","73","93"
"5_37","lyra","liosane-ta-chionia.m4a","118","138"
"5_38","lyra","katergara-eirini.m4a","38","58"
"5_39","lyra","glentzes.m4a","51","71"
"5_40","lyra","christodoulos.m4a","90","110"
"5_41","lyra","ego-to-pino-kai-to-leo.m4a","82","102"
"5_42","lyra","emeis-kala-ton-iyrame.m4a","95","115"
"5_43","lyra","skoutari.m4a","53","73"
"5_44","lyra","baino-mes-st-abeli-berati.m4a","50","70"
"5_45","lyra","enteka.m4a","97","117"
"5_46","lyra","cecen-kizi.m4a","48","68"
"5_47","lyra","ai-nigias.m4a","102","122"
"5_48","lyra","prevezaniko-2.m4a","89","109"
"5_49","lyra","saranta-palikaria-2.m4a","104","124"
"5_50","lyra","chora-5.m4a","46","66"
"5_51","lyra","polka.m4a","24","44"
"5_52","lyra","pame-paidia-na-fygoume.m4a","43","63"
"5_53","lyra","opou-giorgos-kai-malama.m4a","76","96"
"5_54","lyra","choros-agkaliastos.m4a","156","176"
"6_1","makam","c27311a6-b13a-4666-a0d5-19776e56c7f9.mp3","126","146"
"6_2","makam","d2367930-bcc2-49e3-9555-bf92e5f4b29e.mp3","85","105"
"6_3","makam","ff8588b5-b720-4ef8-bb5f-534fba3527c4.mp3","40","60"
"6_4","makam","8c47049e-1517-4243-a3bb-49817a199b32.mp3","118","138"
"6_5","makam","9f3b1962-01c4-4e6b-a192-dea8a012579e.mp3","105","125"
"6_6","makam","443819eb-6092-420c-bd86-d946a0ad6555.mp3","92","112"
"6_7","makam","d5ced1c6-13f6-4db3-b390-c947b2cad698.mp3","51","71"
"6_8","makam","fb8a81ec-aaf8-4c4c-a8c9-b7d34138b5e1.mp3","64","84"
"6_9","makam","77d24042-5d3b-40e3-a81f-94a9c512b305.mp3","30","50"
"6_10","makam","59df7401-7816-4af8-a961-abcd9cb343bb.mp3","161","181"
"6_11","makam","44741b8e-3697-4b79-ae31-3fd72e40c2be.mp3","72","92"
"6_12","makam","4a1672b3-f7c7-423a-b8aa-6b7dc6c127ee.mp3","60","80"
