track_id,path,genre_top,split,subset,duration_sec,license_status,notes
204,../../datasets/FMA_small/fma_small/fma_small/000/000204.mp3,Folk,training,small,324,Attribution-NonCommercial-ShareAlike 3.0 International,
207,../../datasets/FMA_small/fma_small/fma_small/000/000207.mp3,Folk,training,small,96,Attribution-NonCommercial-ShareAlike 3.0 International,
210,../../datasets/FMA_small/fma_small/fma_small/000/000210.mp3,Folk,training,small,184,Attribution-NonCommercial-ShareAlike 3.0 International,
211,../../datasets/FMA_small/fma_small/fma_small/000/000211.mp3,Folk,training,small,247,Attribution-NonCommercial-ShareAlike 3.0 International,
212,../../datasets/FMA_small/fma_small/fma_small/000/000212.mp3,Folk,training,small,230,Attribution-NonCommercial-ShareAlike 3.0 International,
213,../../datasets/FMA_small/fma_small/fma_small/000/000213.mp3,Pop,training,small,247,Attribution-NonCommercial-ShareAlike 3.0 International,
255,../../datasets/FMA_small/fma_small/fma_small/000/000255.mp3,Rock,training,small,182,Attribution-Noncommercial-Share Alike 3.0 United States,
256,../../datasets/FMA_small/fma_small/fma_small/000/000256.mp3,Rock,training,small,202,Attribution-NonCommercial-ShareAlike 3.0 International,
368,../../datasets/FMA_small/fma_small/fma_small/000/000368.mp3,Rock,training,small,280,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,
424,../../datasets/FMA_small/fma_small/fma_small/000/000424.mp3,Experimental,training,small,76,Attribution-NonCommercial-ShareAlike 3.0 International,
459,../../datasets/FMA_small/fma_small/fma_small/000/000459.mp3,Rock,validation,small,301,Attribution-NonCommercial-ShareAlike 3.0 International,
534,../../datasets/FMA_small/fma_small/fma_small/000/000534.mp3,Folk,training,small,80,Attribution-Noncommercial-Share Alike 3.0 United States,
540,../../datasets/FMA_small/fma_small/fma_small/000/000540.mp3,Folk,training,small,309,Attribution-Noncommercial-Share Alike 3.0 United States,
546,../../datasets/FMA_small/fma_small/fma_small/000/000546.mp3,Folk,training,small,319,Attribution-Noncommercial-Share Alike 3.0 United States,
574,../../datasets/FMA_small/fma_small/fma_small/000/000574.mp3,Rock,training,small,267,Attribution-NonCommercial-ShareAlike 3.0 International,
602,../../datasets/FMA_small/fma_small/fma_small/000/000602.mp3,Folk,validation,small,445,Attribution-NonCommercial-ShareAlike 3.0 International,
615,../../datasets/FMA_small/fma_small/fma_small/000/000615.mp3,Experimental,training,small,519,Attribution-NonCommercial-ShareAlike 3.0 International,
620,../../datasets/FMA_small/fma_small/fma_small/000/000620.mp3,Folk,training,small,205,Attribution-NonCommercial-ShareAlike 3.0 International,
621,../../datasets/FMA_small/fma_small/fma_small/000/000621.mp3,Folk,training,small,161,Attribution-NonCommercial-ShareAlike 3.0 International,
625,../../datasets/FMA_small/fma_small/fma_small/000/000625.mp3,Folk,training,small,234,Attribution-NonCommercial-ShareAlike 3.0 International,
666,../../datasets/FMA_small/fma_small/fma_small/000/000666.mp3,International,training,small,235,Attribution-NonCommercial-ShareAlike 3.0 International,
667,../../datasets/FMA_small/fma_small/fma_small/000/000667.mp3,International,training,small,246,Attribution-NonCommercial-ShareAlike 3.0 International,
676,../../datasets/FMA_small/fma_small/fma_small/000/000676.mp3,Hip-Hop,training,small,197,Attribution-NonCommercial-ShareAlike 3.0 International,
690,../../datasets/FMA_small/fma_small/fma_small/000/000690.mp3,Rock,validation,small,290,Attribution-NonCommercial-ShareAlike 3.0 International,
694,../../datasets/FMA_small/fma_small/fma_small/000/000694.mp3,Hip-Hop,training,small,291,Attribution-NonCommercial-ShareAlike 3.0 International,
695,../../datasets/FMA_small/fma_small/fma_small/000/000695.mp3,Hip-Hop,training,small,104,Attribution-NonCommercial-ShareAlike 3.0 International,
704,../../datasets/FMA_small/fma_small/fma_small/000/000704.mp3,International,test,small,310,Attribution-NonCommercial-ShareAlike 3.0 International,
705,../../datasets/FMA_small/fma_small/fma_small/000/000705.mp3,International,test,small,369,Attribution-NonCommercial-ShareAlike 3.0 International,
706,../../datasets/FMA_small/fma_small/fma_small/000/000706.mp3,International,test,small,312,Attribution-NonCommercial-ShareAlike 3.0 International,
707,../../datasets/FMA_small/fma_small/fma_small/000/000707.mp3,International,test,small,330,Attribution-NonCommercial-ShareAlike 3.0 International,
708,../../datasets/FMA_small/fma_small/fma_small/000/000708.mp3,International,test,small,289,Attribution-NonCommercial-ShareAlike 3.0 International,
709,../../datasets/FMA_small/fma_small/fma_small/000/000709.mp3,International,test,small,192,Attribution-NonCommercial-ShareAlike 3.0 International,
714,../../datasets/FMA_small/fma_small/fma_small/000/000714.mp3,Folk,training,small,338,Attribution-NonCommercial-ShareAlike 3.0 International,
715,../../datasets/FMA_small/fma_small/fma_small/000/000715.mp3,Folk,training,small,283,Attribution-NonCommercial-ShareAlike 3.0 International,
716,../../datasets/FMA_small/fma_small/fma_small/000/000716.mp3,Folk,training,small,297,Attribution-NonCommercial-ShareAlike 3.0 International,
718,../../datasets/FMA_small/fma_small/fma_small/000/000718.mp3,Folk,training,small,128,Attribution-NonCommercial-ShareAlike 3.0 International,
777,../../datasets/FMA_small/fma_small/fma_small/000/000777.mp3,Rock,training,small,90,Attribution-NonCommercial-ShareAlike 3.0 International,
814,../../datasets/FMA_small/fma_small/fma_small/000/000814.mp3,Folk,training,small,146,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,
821,../../datasets/FMA_small/fma_small/fma_small/000/000821.mp3,Pop,training,small,200,Attribution-NonCommercial-ShareAlike 3.0 International,
822,../../datasets/FMA_small/fma_small/fma_small/000/000822.mp3,Pop,training,small,323,Attribution-NonCommercial-ShareAlike 3.0 International,
825,../../datasets/FMA_small/fma_small/fma_small/000/000825.mp3,Rock,training,small,83,Attribution-NonCommercial-ShareAlike 3.0 International,
853,../../datasets/FMA_small/fma_small/fma_small/000/000853.mp3,International,training,small,137,Attribution-Noncommercial-Share Alike 3.0 United States,
890,../../datasets/FMA_small/fma_small/fma_small/000/000890.mp3,Folk,test,small,297,Attribution-NonCommercial-ShareAlike 3.0 International,
892,../../datasets/FMA_small/fma_small/fma_small/000/000892.mp3,Folk,test,small,480,Attribution-NonCommercial-ShareAlike 3.0 International,
897,../../datasets/FMA_small/fma_small/fma_small/000/000897.mp3,Experimental,training,small,275,Attribution-NonCommercial-ShareAlike 3.0 International,
993,../../datasets/FMA_small/fma_small/fma_small/000/000993.mp3,Rock,validation,small,86,Attribution-NonCommercial-ShareAlike 3.0 International,
995,../../datasets/FMA_small/fma_small/fma_small/000/000995.mp3,Experimental,training,small,298,Attribution-Noncommercial-Share Alike 3.0 United States,
997,../../datasets/FMA_small/fma_small/fma_small/000/000997.mp3,Experimental,training,small,520,Attribution-Noncommercial-Share Alike 3.0 United States,
998,../../datasets/FMA_small/fma_small/fma_small/000/000998.mp3,Experimental,training,small,475,Attribution-Noncommercial-Share Alike 3.0 United States,
1039,../../datasets/FMA_small/fma_small/fma_small/001/001039.mp3,Rock,training,small,169,Attribution-Noncommercial-Share Alike 3.0 United States,
1040,../../datasets/FMA_small/fma_small/fma_small/001/001040.mp3,Rock,training,small,310,Attribution-Noncommercial-Share Alike 3.0 United States,
1066,../../datasets/FMA_small/fma_small/fma_small/001/001066.mp3,Experimental,test,small,234,Attribution-Noncommercial-Share Alike 3.0 United States,
1069,../../datasets/FMA_small/fma_small/fma_small/001/001069.mp3,Experimental,test,small,110,Attribution-Noncommercial-Share Alike 3.0 United States,
1073,../../datasets/FMA_small/fma_small/fma_small/001/001073.mp3,Experimental,test,small,93,Attribution-Noncommercial-Share Alike 3.0 United States,
1075,../../datasets/FMA_small/fma_small/fma_small/001/001075.mp3,Experimental,test,small,62,Attribution-Noncommercial-Share Alike 3.0 United States,
1082,../../datasets/FMA_small/fma_small/fma_small/001/001082.mp3,International,training,small,187,Attribution-Noncommercial-Share Alike 3.0 United States,
1083,../../datasets/FMA_small/fma_small/fma_small/001/001083.mp3,Experimental,training,small,472,Attribution-Noncommercial-Share Alike 3.0 United States,
1087,../../datasets/FMA_small/fma_small/fma_small/001/001087.mp3,Rock,validation,small,315,Attribution-NonCommercial-ShareAlike 3.0 International,
1102,../../datasets/FMA_small/fma_small/fma_small/001/001102.mp3,Rock,training,small,327,Attribution-NonCommercial-ShareAlike 3.0 International,
1193,../../datasets/FMA_small/fma_small/fma_small/001/001193.mp3,Folk,training,small,286,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,
1195,../../datasets/FMA_small/fma_small/fma_small/001/001195.mp3,Folk,training,small,212,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,
1196,../../datasets/FMA_small/fma_small/fma_small/001/001196.mp3,Folk,training,small,221,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,
1197,../../datasets/FMA_small/fma_small/fma_small/001/001197.mp3,Folk,training,small,161,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,
1249,../../datasets/FMA_small/fma_small/fma_small/001/001249.mp3,Experimental,test,small,566,Attribution-Noncommercial-Share Alike 3.0 United States,
1259,../../datasets/FMA_small/fma_small/fma_small/001/001259.mp3,Experimental,test,small,208,Attribution-Noncommercial-Share Alike 3.0 United States,
1270,../../datasets/FMA_small/fma_small/fma_small/001/001270.mp3,Rock,training,small,149,Attribution-Noncommercial-Share Alike 3.0 United States,
1276,../../datasets/FMA_small/fma_small/fma_small/001/001276.mp3,Experimental,training,small,145,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,
1277,../../datasets/FMA_small/fma_small/fma_small/001/001277.mp3,Experimental,training,small,253,Attribution-NonCommercial-ShareAlike 3.0 International,
1278,../../datasets/FMA_small/fma_small/fma_small/001/001278.mp3,Experimental,training,small,592,Attribution-NonCommercial-ShareAlike 3.0 International,
1417,../../datasets/FMA_small/fma_small/fma_small/001/001417.mp3,Rock,training,small,232,Attribution-NonCommercial-ShareAlike 3.0 International,
1427,../../datasets/FMA_small/fma_small/fma_small/001/001427.mp3,Rock,training,small,248,Attribution-Noncommercial-Share Alike 3.0 United States,
1443,../../datasets/FMA_small/fma_small/fma_small/001/001443.mp3,Experimental,training,small,423,Attribution-Noncommercial-Share Alike 3.0 United States,
1482,../../datasets/FMA_small/fma_small/fma_small/001/001482.mp3,Electronic,training,small,216,Attribution-Noncommercial-Share Alike 3.0 United States,
1510,../../datasets/FMA_small/fma_small/fma_small/001/001510.mp3,Experimental,training,small,91,Attribution-Noncommercial-Share Alike 3.0 United States,
1544,../../datasets/FMA_small/fma_small/fma_small/001/001544.mp3,Folk,training,small,370,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,
1642,../../datasets/FMA_small/fma_small/fma_small/001/001642.mp3,Pop,training,small,68,Attribution-Noncommercial-Share Alike 3.0 United States,
1644,../../datasets/FMA_small/fma_small/fma_small/001/001644.mp3,Pop,training,small,146,Attribution-Noncommercial-Share Alike 3.0 United States,
1649,../../datasets/FMA_small/fma_small/fma_small/001/001649.mp3,Pop,training,small,139,Attribution-Noncommercial-Share Alike 3.0 United States,
1661,../../datasets/FMA_small/fma_small/fma_small/001/001661.mp3,Pop,training,small,127,Attribution-Noncommercial-Share Alike 3.0 United States,
1663,../../datasets/FMA_small/fma_small/fma_small/001/001663.mp3,Pop,training,small,200,Attribution-Noncommercial-Share Alike 3.0 United States,
1666,../../datasets/FMA_small/fma_small/fma_small/001/001666.mp3,Pop,training,small,282,Attribution-Noncommercial-Share Alike 3.0 United States,
1673,../../datasets/FMA_small/fma_small/fma_small/001/001673.mp3,Experimental,training,small,250,Attribution-Noncommercial-Share Alike 3.0 United States,
1680,../../datasets/FMA_small/fma_small/fma_small/001/001680.mp3,International,training,small,436,Attribution-Noncommercial-Share Alike 3.0 United States,
1681,../../datasets/FMA_small/fma_small/fma_small/001/001681.mp3,International,training,small,274,Attribution-Noncommercial-Share Alike 3.0 United States,
1682,../../datasets/FMA_small/fma_small/fma_small/001/001682.mp3,International,training,small,354,Attribution-Noncommercial-Share Alike 3.0 United States,
1683,../../datasets/FMA_small/fma_small/fma_small/001/001683.mp3,International,training,small,312,Attribution-Noncommercial-Share Alike 3.0 United States,
1684,../../datasets/FMA_small/fma_small/fma_small/001/001684.mp3,International,training,small,230,Attribution-Noncommercial-Share Alike 3.0 United States,
1685,../../datasets/FMA_small/fma_small/fma_small/001/001685.mp3,International,training,small,308,Attribution-Noncommercial-Share Alike 3.0 United States,
1686,../../datasets/FMA_small/fma_small/fma_small/001/001686.mp3,International,training,small,374,Attribution-Noncommercial-Share Alike 3.0 United States,
1687,../../datasets/FMA_small/fma_small/fma_small/001/001687.mp3,International,training,small,330,Attribution-Noncommercial-Share Alike 3.0 United States,
1688,../../datasets/FMA_small/fma_small/fma_small/001/001688.mp3,International,training,small,285,Attribution-Noncommercial-Share Alike 3.0 United States,
1689,../../datasets/FMA_small/fma_small/fma_small/001/001689.mp3,International,training,small,543,Attribution-Noncommercial-Share Alike 3.0 United States,
1701,../../datasets/FMA_small/fma_small/fma_small/001/001701.mp3,Folk,training,small,386,Attribution-Noncommercial-Share Alike 3.0 United States,
1702,../../datasets/FMA_small/fma_small/fma_small/001/001702.mp3,Folk,training,small,286,Attribution-Noncommercial-Share Alike 3.0 United States,
1703,../../datasets/FMA_small/fma_small/fma_small/001/001703.mp3,Folk,training,small,288,Attribution-Noncommercial-Share Alike 3.0 United States,
1704,../../datasets/FMA_small/fma_small/fma_small/001/001704.mp3,Folk,training,small,435,Attribution-Noncommercial-Share Alike 3.0 United States,
1706,../../datasets/FMA_small/fma_small/fma_small/001/001706.mp3,Rock,training,small,175,Attribution-Noncommercial-Share Alike 3.0 United States,
1720,../../datasets/FMA_small/fma_small/fma_small/001/001720.mp3,Rock,training,small,269,Attribution-Noncommercial-Share Alike 3.0 United States,
1732,../../datasets/FMA_small/fma_small/fma_small/001/001732.mp3,Experimental,training,small,341,Attribution-Noncommercial-Share Alike 3.0 United States,
1733,../../datasets/FMA_small/fma_small/fma_small/001/001733.mp3,Experimental,training,small,276,Attribution-Noncommercial-Share Alike 3.0 United States,
1735,../../datasets/FMA_small/fma_small/fma_small/001/001735.mp3,Experimental,training,small,132,Attribution-Noncommercial-Share Alike 3.0 United States,
1736,../../datasets/FMA_small/fma_small/fma_small/001/001736.mp3,Experimental,training,small,275,Attribution-Noncommercial-Share Alike 3.0 United States,
1883,../../datasets/FMA_small/fma_small/fma_small/001/001883.mp3,Rock,training,small,158,Attribution-NonCommercial-ShareAlike 3.0 International,
1891,../../datasets/FMA_small/fma_small/fma_small/001/001891.mp3,Rock,training,small,303,Attribution-Noncommercial-Share Alike 3.0 United States,
1893,../../datasets/FMA_small/fma_small/fma_small/001/001893.mp3,Folk,validation,small,202,Attribution-NonCommercial-ShareAlike 3.0 International,
1924,../../datasets/FMA_small/fma_small/fma_small/001/001924.mp3,Folk,training,small,167,Attribution-Noncommercial-Share Alike 3.0 United States,
1925,../../datasets/FMA_small/fma_small/fma_small/001/001925.mp3,Folk,training,small,170,Attribution-Noncommercial-Share Alike 3.0 United States,
1929,../../datasets/FMA_small/fma_small/fma_small/001/001929.mp3,Experimental,training,small,216,Attribution-NonCommercial-ShareAlike 3.0 International,
1930,../../datasets/FMA_small/fma_small/fma_small/001/001930.mp3,Rock,training,small,233,Attribution-Noncommercial-Share Alike 3.0 United States,
2012,../../datasets/FMA_small/fma_small/fma_small/002/002012.mp3,Experimental,validation,small,200,Attribution-NonCommercial-ShareAlike 3.0 International,
2096,../../datasets/FMA_small/fma_small/fma_small/002/002096.mp3,Experimental,training,small,453,Attribution-Noncommercial-Share Alike 3.0 United States,
2097,../../datasets/FMA_small/fma_small/fma_small/002/002097.mp3,Folk,training,small,257,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,
2099,../../datasets/FMA_small/fma_small/fma_small/002/002099.mp3,Pop,training,small,244,Attribution-Noncommercial-Share Alike 3.0 United States,
3263,../../datasets/FMA_small/fma_small/fma_small/003/003263.mp3,Folk,validation,small,208,Attribution-NonCommercial-ShareAlike 3.0 International,
3264,../../datasets/FMA_small/fma_small/fma_small/003/003264.mp3,Folk,validation,small,354,Attribution-NonCommercial-ShareAlike 3.0 International,
3265,../../datasets/FMA_small/fma_small/fma_small/003/003265.mp3,Folk,validation,small,171,Attribution-NonCommercial-ShareAlike 3.0 International,
3266,../../datasets/FMA_small/fma_small/fma_small/003/003266.mp3,Folk,validation,small,248,Attribution-NonCommercial-ShareAlike 3.0 International,
3270,../../datasets/FMA_small/fma_small/fma_small/003/003270.mp3,Folk,training,small,288,,
3271,../../datasets/FMA_small/fma_small/fma_small/003/003271.mp3,Folk,training,small,166,,
3272,../../datasets/FMA_small/fma_small/fma_small/003/003272.mp3,Folk,training,small,174,,
3273,../../datasets/FMA_small/fma_small/fma_small/003/003273.mp3,Folk,training,small,173,,
3274,../../datasets/FMA_small/fma_small/fma_small/003/003274.mp3,Folk,training,small,349,,
3492,../../datasets/FMA_small/fma_small/fma_small/003/003492.mp3,Rock,training,small,286,Attribution-Noncommercial-Share Alike 3.0 United States,
3532,../../datasets/FMA_small/fma_small/fma_small/003/003532.mp3,Pop,training,small,170,Attribution-Noncommercial-Share Alike 3.0 United States,
3533,../../datasets/FMA_small/fma_small/fma_small/003/003533.mp3,Pop,training,small,242,Attribution-Noncommercial-Share Alike 3.0 United States,
3534,../../datasets/FMA_small/fma_small/fma_small/003/003534.mp3,Pop,training,small,130,Attribution-Noncommercial-Share Alike 3.0 United States,
3535,../../datasets/FMA_small/fma_small/fma_small/003/003535.mp3,Pop,training,small,208,Attribution-Noncommercial-Share Alike 3.0 United States,
3537,../../datasets/FMA_small/fma_small/fma_small/003/003537.mp3,Pop,training,small,247,Attribution-Noncommercial-Share Alike 3.0 United States,
3538,../../datasets/FMA_small/fma_small/fma_small/003/003538.mp3,Pop,training,small,210,Attribution-Noncommercial-Share Alike 3.0 United States,
3573,../../datasets/FMA_small/fma_small/fma_small/003/003573.mp3,Electronic,training,small,235,Attribution-NonCommercial-ShareAlike 3.0 International,
3598,../../datasets/FMA_small/fma_small/fma_small/003/003598.mp3,Folk,training,small,139,Attribution-Noncommercial-Share Alike 3.0 United States,
3624,../../datasets/FMA_small/fma_small/fma_small/003/003624.mp3,Rock,test,small,184,Attribution-NonCommercial-ShareAlike 3.0 International,
3707,../../datasets/FMA_small/fma_small/fma_small/003/003707.mp3,Folk,training,small,341,Attribution-Noncommercial-Share Alike 3.0 United States,
3708,../../datasets/FMA_small/fma_small/fma_small/003/003708.mp3,Folk,training,small,245,Attribution-Noncommercial-Share Alike 3.0 United States,
3720,../../datasets/FMA_small/fma_small/fma_small/003/003720.mp3,Rock,training,small,240,Attribution-Noncommercial-Share Alike 3.0 United States,
3721,../../datasets/FMA_small/fma_small/fma_small/003/003721.mp3,Rock,training,small,318,Attribution-Noncommercial-Share Alike 3.0 United States,
3722,../../datasets/FMA_small/fma_small/fma_small/003/003722.mp3,Rock,training,small,202,Attribution-Noncommercial-Share Alike 3.0 United States,
3724,../../datasets/FMA_small/fma_small/fma_small/003/003724.mp3,Rock,training,small,370,Attribution-Noncommercial-Share Alike 3.0 United States,
3725,../../datasets/FMA_small/fma_small/fma_small/003/003725.mp3,Rock,training,small,289,Attribution-Noncommercial-Share Alike 3.0 United States,
3761,../../datasets/FMA_small/fma_small/fma_small/003/003761.mp3,Rock,training,small,257,Attribution-Noncommercial-Share Alike 3.0 United States,
3762,../../datasets/FMA_small/fma_small/fma_small/003/003762.mp3,Rock,training,small,541,Attribution-Noncommercial-Share Alike 3.0 United States,
3763,../../datasets/FMA_small/fma_small/fma_small/003/003763.mp3,Rock,training,small,180,Attribution-Noncommercial-Share Alike 3.0 United States,
3765,../../datasets/FMA_small/fma_small/fma_small/003/003765.mp3,Rock,training,small,444,Attribution-Noncommercial-Share Alike 3.0 United States,
3766,../../datasets/FMA_small/fma_small/fma_small/003/003766.mp3,Rock,training,small,282,Attribution-Noncommercial-Share Alike 3.0 United States,
3775,../../datasets/FMA_small/fma_small/fma_small/003/003775.mp3,International,training,small,594,Attribution-NonCommercial-ShareAlike 3.0 International,
3776,../../datasets/FMA_small/fma_small/fma_small/003/003776.mp3,International,training,small,363,Attribution-NonCommercial-ShareAlike 3.0 International,
3777,../../datasets/FMA_small/fma_small/fma_small/003/003777.mp3,International,training,small,445,Attribution-NonCommercial-ShareAlike 3.0 International,
3778,../../datasets/FMA_small/fma_small/fma_small/003/003778.mp3,International,training,small,258,Attribution-NonCommercial-ShareAlike 3.0 International,
3779,../../datasets/FMA_small/fma_small/fma_small/003/003779.mp3,International,training,small,423,Attribution-NonCommercial-ShareAlike 3.0 International,
3832,../../datasets/FMA_small/fma_small/fma_small/003/003832.mp3,Folk,training,small,419,Attribution,
3833,../../datasets/FMA_small/fma_small/fma_small/003/003833.mp3,Rock,training,small,316,Attribution,
3840,../../datasets/FMA_small/fma_small/fma_small/003/003840.mp3,Rock,training,small,489,Attribution,
3880,../../datasets/FMA_small/fma_small/fma_small/003/003880.mp3,Folk,training,small,258,Attribution,
3895,../../datasets/FMA_small/fma_small/fma_small/003/003895.mp3,International,training,small,467,Attribution-Noncommercial-Share Alike 3.0 United States,
3896,../../datasets/FMA_small/fma_small/fma_small/003/003896.mp3,International,training,small,374,Attribution-Noncommercial-Share Alike 3.0 United States,
3904,../../datasets/FMA_small/fma_small/fma_small/003/003904.mp3,Folk,training,small,263,Attribution-NonCommercial-ShareAlike 3.0 International,
3905,../../datasets/FMA_small/fma_small/fma_small/003/003905.mp3,Folk,training,small,508,Attribution-NonCommercial-ShareAlike 3.0 International,
3906,../../datasets/FMA_small/fma_small/fma_small/003/003906.mp3,Folk,training,small,264,Attribution-NonCommercial-ShareAlike 3.0 International,
3908,../../datasets/FMA_small/fma_small/fma_small/003/003908.mp3,Folk,training,small,337,Attribution-NonCommercial-ShareAlike 3.0 International,
3909,../../datasets/FMA_small/fma_small/fma_small/003/003909.mp3,Folk,training,small,410,Attribution-NonCommercial-ShareAlike 3.0 International,
3910,../../datasets/FMA_small/fma_small/fma_small/003/003910.mp3,Folk,training,small,361,Attribution-NonCommercial-ShareAlike 3.0 International,
3911,../../datasets/FMA_small/fma_small/fma_small/003/003911.mp3,Folk,training,small,158,Attribution-NonCommercial-ShareAlike 3.0 International,
3912,../../datasets/FMA_small/fma_small/fma_small/003/003912.mp3,Folk,training,small,218,Attribution-NonCommercial-ShareAlike 3.0 International,
3913,../../datasets/FMA_small/fma_small/fma_small/003/003913.mp3,Folk,training,small,388,Attribution-NonCommercial-ShareAlike 3.0 International,
3920,../../datasets/FMA_small/fma_small/fma_small/003/003920.mp3,Folk,training,small,194,Attribution-NonCommercial-ShareAlike 3.0 International,
3921,../../datasets/FMA_small/fma_small/fma_small/003/003921.mp3,Folk,training,small,157,Attribution-NonCommercial-ShareAlike 3.0 International,
3950,../../datasets/FMA_small/fma_small/fma_small/003/003950.mp3,Rock,training,small,150,Attribution,
4013,../../datasets/FMA_small/fma_small/fma_small/004/004013.mp3,Folk,training,small,353,Attribution-NonCommercial-ShareAlike 3.0 International,
4017,../../datasets/FMA_small/fma_small/fma_small/004/004017.mp3,Folk,training,small,403,Attribution-NonCommercial-ShareAlike 3.0 International,
4022,../../datasets/FMA_small/fma_small/fma_small/004/004022.mp3,Rock,validation,small,79,Attribution-NonCommercial-ShareAlike 3.0 International,
4037,../../datasets/FMA_small/fma_small/fma_small/004/004037.mp3,Folk,training,small,315,Attribution,
4066,../../datasets/FMA_small/fma_small/fma_small/004/004066.mp3,Folk,training,small,255,Attribution-Noncommercial-Share Alike 3.0 United States,
4067,../../datasets/FMA_small/fma_small/fma_small/004/004067.mp3,Folk,training,small,273,Attribution-Noncommercial-Share Alike 3.0 United States,
4068,../../datasets/FMA_small/fma_small/fma_small/004/004068.mp3,Folk,training,small,341,Attribution-Noncommercial-Share Alike 3.0 United States,
4069,../../datasets/FMA_small/fma_small/fma_small/004/004069.mp3,Folk,training,small,233,Attribution-Noncommercial-Share Alike 3.0 United States,
4070,../../datasets/FMA_small/fma_small/fma_small/004/004070.mp3,International,training,small,259,Attribution,
4071,../../datasets/FMA_small/fma_small/fma_small/004/004071.mp3,International,training,small,227,Attribution,
4072,../../datasets/FMA_small/fma_small/fma_small/004/004072.mp3,International,training,small,148,Attribution,
4073,../../datasets/FMA_small/fma_small/fma_small/004/004073.mp3,International,training,small,197,Attribution,
4074,../../datasets/FMA_small/fma_small/fma_small/004/004074.mp3,International,training,small,245,Attribution,
4075,../../datasets/FMA_small/fma_small/fma_small/004/004075.mp3,International,training,small,268,Attribution,
4076,../../datasets/FMA_small/fma_small/fma_small/004/004076.mp3,International,training,small,216,Attribution,
4077,../../datasets/FMA_small/fma_small/fma_small/004/004077.mp3,International,training,small,195,Attribution,
4078,../../datasets/FMA_small/fma_small/fma_small/004/004078.mp3,International,training,small,205,Attribution,
4079,../../datasets/FMA_small/fma_small/fma_small/004/004079.mp3,International,training,small,296,Attribution,
4080,../../datasets/FMA_small/fma_small/fma_small/004/004080.mp3,International,training,small,236,Attribution,
4091,../../datasets/FMA_small/fma_small/fma_small/004/004091.mp3,International,training,small,173,Attribution-Noncommercial-Share Alike 3.0 United States,
4092,../../datasets/FMA_small/fma_small/fma_small/004/004092.mp3,International,training,small,159,Attribution-Noncommercial-Share Alike 3.0 United States,
4093,../../datasets/FMA_small/fma_small/fma_small/004/004093.mp3,International,training,small,200,Attribution-Noncommercial-Share Alike 3.0 United States,
4094,../../datasets/FMA_small/fma_small/fma_small/004/004094.mp3,International,training,small,157,Attribution-Noncommercial-Share Alike 3.0 United States,
4095,../../datasets/FMA_small/fma_small/fma_small/004/004095.mp3,International,training,small,222,Attribution-Noncommercial-Share Alike 3.0 United States,
4096,../../datasets/FMA_small/fma_small/fma_small/004/004096.mp3,International,training,small,195,Attribution-Noncommercial-Share Alike 3.0 United States,
